Address,Translated,Status,Province,Administrative District,Building,Neighbourhood,Town,Street,Village,Country,Latitude,Longitude,api
"Trdat Architector street 9, Gyumri","Trdat Architector street 9, Gyumri",OK,Shirak,Gyumri,9,Ani district,Gyumri,Trdat Architector street,,Armenia,40.8236039,43.8258285,Nominatim
"Trdat Architector street 8Ա, Gyumri","Trdat Architector street 8Ա, Gyumri",OK,Shirak,Gyumri,8a,Ani district,Gyumri,Trdat Architector street,,Armenia,40.82427765,43.8304195,Nominatim
"Trdat Architector street 8ա, Gyumri","Trdat Architector street 8ա, Gyumri",OK,Shirak,Gyumri,8a,Ani district,Gyumri,Trdat Architector street,,Armenia,40.82427765,43.8304195,Nominatim
"Trdat Architector street 36, Gyumri","Trdat Architector street 36, Gyumri",OK,Shirak,Gyumri,36,Ani district,Gyumri,Trdat Architector street,,Armenia,40.8244861,43.82289397,Nominatim
"Trdat Architector street 30, Gyumri","Trdat Architector street 30, Gyumri",OK,Shirak,Gyumri,30,Ani district,Gyumri,Trdat Architector street,,Armenia,40.82426265,43.82476591,Nominatim
"Trdat Architector street 20Ա, Gyumri","Trdat Architector street 20Ա, Gyumri",OK,Shirak,Gyumri,20a,Ani district,Gyumri,Trdat Architector street,,Armenia,40.785273,43.841774,Yandex
"Trdat Architector street 18, Gyumri","Trdat Architector street 18, Gyumri",OK,Shirak,Gyumri,18,Ani district,Gyumri,Trdat Architector street,,Armenia,40.8241905,43.82698149,Nominatim
"Տրդատ Ճարտարապետի փողոց 9/5, Գյումրի","9/5 Trdat Chartarapet Street, Gyumri",OK,Shirak,Gyumri,9/5,Ani district,Gyumri,Trdat Architector street,,Armenia,40.82292995,43.82549795,Nominatim
"Տպագրիչների փողոց 9, Վանաձոր","9 Tpagrichneri Street, Vanadzor",OK,Lori,Vanadzor,9,,Vanadzor,Tpagrichneri Street,,Armenia,40.805672,44.487672,Yandex
"Տպագրիչների փողոց, Երևան","Tpagrichneri Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Tpagrichner street,,Armenia,40.17752822,44.52012018,Nominatim
"Tpagrichner Street, Yerevan","Tpagrichner Street, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Tpagrichner street,,Armenia,40.17752822,44.52012018,Nominatim
"Tpagrichner Street 9, Yerevan","Tpagrichner Street 9, Yerevan",OK,Yerevan,Kentron,9,,Yerevan,Tpagrichner street,,Armenia,40.17801105,44.51993377,Nominatim
"Tpagrichner Street 5, Yerevan","Tpagrichner Street 5, Yerevan",OK,Yerevan,Kentron,5,,Yerevan,Tpagrichner street,,Armenia,40.1786885,44.5192875,Nominatim
"Tpagrichner Street 4, Yerevan","Tpagrichner Street 4, Yerevan",OK,Yerevan,Kentron,4,,Yerevan,Tpagrichner street,,Armenia,40.1787146,44.51883594,Nominatim
"Tpagrichner Street 13, Yerevan","Tpagrichner Street 13, Yerevan",OK,Yerevan,Kentron,13,,Yerevan,Tpagrichner street,,Armenia,40.17728445,44.52108911,Nominatim
"Թոթովենցի փողոց, Երևան","Totoventsi Street, Yerevan",OK,Yerevan,Yerevan,,Nor Nork Block 2,Yerevan,Totovents Street,,Armenia,40.203132,44.568997,Yandex
"Թոթովենցի նրբանցք, Երևան","Totovents Alley, Yerevan",OK,Yerevan,Yerevan,,Nor Nork Block 2,Yerevan,Totovents Street,,Armenia,40.203132,44.568997,Yandex
"Թոթովենցի փողոց 80, Երևան","80 Totoventsi Street, Yerevan",OK,Yerevan,Nor Nork,,Nor Nork Block 2,Yerevan,Totovents Street,,Armenia,40.203132,44.568997,Yandex
"Թոթովենցի փողոց 2/7, Երևան","2/7 Totoventsi Street, Yerevan",OK,Yerevan,Nor Nork,2/7,Nor Nork Block 2,Yerevan,Totovents Street,,Armenia,40.201624,44.568089,Yandex
"Թոթովենցի փողոց 2, Երևան","2 Totoventsi Street, Yerevan",OK,Yerevan,Nor Nork,2,Nor Nork Block 2,Yerevan,Totovents Street,,Armenia,40.202657,44.569733,Yandex
"Տոլստոյի փողոց, Երևան","Tolstoy Street, Yerevan",OK,Yerevan,Kentron,,Կրիվո,Yerevan,Tolstoy Street,,Armenia,40.167471,44.516661,Yandex
"Tolbukhin street, Yerevan","Tolbukhin street, Yerevan",OK,Yerevan,Arabkir,,,Yerevan,Tolbukhin street,,Armenia,40.20967958,44.52689397,Nominatim
"Տիտոգրադյան փողոց, Երևան","Titogradyan Street, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Titogradyan Street,,Armenia,40.130901,44.524467,Yandex
"Տիտոգրադյան փողոց 1/2, Երևան","Titogradyan Street 1/2, Yerevan",OK,Yerevan,Erebuni,1/2,,Yerevan,Titogradyan Street,,Armenia,40.132328,44.524853,Yandex
"Տիտոգրադյան փողոց 1/1, Երևան","Titogradyan Street 1/1, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Titogradian street,,Armenia,40.13089491,44.52443781,Nominatim
"Titogradyan St, Yerevan","Titogradyan St, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Titogradian street,,Armenia,40.13089491,44.52443781,Nominatim
"Titogradian street, Yerevan","Titogradian street, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Titogradian street,,Armenia,40.13089491,44.52443781,Nominatim
"Titogradian St, Yerevan","Titogradian St, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Titogradian street,,Armenia,40.13089491,44.52443781,Nominatim
"Tigranyan street, Vanadzor","Tigranyan street, Vanadzor",OK,Lori,Vanadzor,,,Vanadzor,Tigranyan street,,Armenia,40.81007906,44.46894114,Nominatim
"Տիգրան Պետրոսյան փողոց 89, Երևան","Tigran Petrosyan Street 89, Yerevan",OK,Kotayk,Nairi,89,,Yerevan,Tigran Petrosyan street,,Armenia,40.22822125,44.50034616,Nominatim
"Tigran Petrosyan street, Yerevan","Tigran Petrosyan street, Yerevan",OK,Yerevan,Davtashen,,Davidashen 4th block,Yerevan,Tigran Petrosyan street,,Armenia,40.22361502,44.50342188,Nominatim
"Улица Тиграна Петросяна, Ереван","Tigran Petrosyan Street, Yerevan",OK,Yerevan,Davtashen,,Davidashen 4th block,Yerevan,Tigran Petrosyan Street,,Armenia,40.222898,44.495784,Yandex
"Տիգրան Պետրոսյան փողոց, Երևան","Tigran Petrosyan Street, Yerevan",OK,Yerevan,Davtashen,,Davidashen 4th block,Yerevan,Tigran Petrosyan Street,,Armenia,40.222898,44.495784,Yandex
"Tigran Petrosyan street 9, Yerevan","Tigran Petrosyan street 9, Yerevan",OK,Yerevan,Davtashen,3/9,,Yerevan,Tigran Petrosyan street,,Armenia,40.2177426,44.48818614,Nominatim
"Tigran Petrosyan street 56/2, Yerevan","Tigran Petrosyan street 56/2, Yerevan",OK,Yerevan,Davtashen,48/4,Davidashen 4th block,Yerevan,Tigran Petrosyan street,,Armenia,40.22361502,44.50342188,Nominatim
"Tigran Petrosyan street 40, Yerevan","Tigran Petrosyan street 40, Yerevan",OK,Yerevan,Davtashen,40/2,,Yerevan,Tigran Petrosyan street,,Armenia,40.2212816,44.49509495,Nominatim
"Tigran Petrosyan street 39, Yerevan","Tigran Petrosyan street 39, Yerevan",OK,Yerevan,Davtashen,39/5,Davidashen 4th block,Yerevan,Tigran Petrosyan street,,Armenia,40.22355215,44.50396936,Nominatim
"Улица Тиграна Петросяна 36, Ереван","Tigran Petrosyan Street 36, Yerevan",OK,Yerevan,Davtashen,36,Davidashen 4th block,Yerevan,Tigran Petrosyan Street,,Armenia,40.219765,44.492388,Yandex
"Տիգրան Պետրոսյան փողոց 3/4, Երևան","Tigran Petrosyan Street 3/4, Yerevan",OK,Yerevan,Davtashen,3/4,,Yerevan,Tigran Petrosyan street,,Armenia,40.21783805,44.48834705,Nominatim
"Tigran Petrosyan street 1a, Yerevan","Tigran Petrosyan street 1a, Yerevan",OK,Yerevan,Davtashen,1a,,Yerevan,Tigran Petrosyan street,,Armenia,40.22495965,44.49879182,Nominatim
"Tigran Petrosyan Street 18/3, Yerevan","Tigran Petrosyan Street 18/3, Yerevan",OK,Yerevan,Davtashen,18/3,,Yerevan,Tigran Petrosyan street,,Armenia,40.21898865,44.49074396,Nominatim
"Tigran Petrosyan street 14, Yerevan","Tigran Petrosyan street 14, Yerevan",OK,Yerevan,Davtashen,14,,Yerevan,Tigran Petrosyan street,,Armenia,40.2178437,44.48940523,Nominatim
"Tigran Petrosyan street 13, Yerevan","Tigran Petrosyan street 13, Yerevan",OK,Yerevan,Davtashen,43/13,Davidashen 4th block,Yerevan,Tigran Petrosyan street,,Armenia,40.2236531,44.5029903,Nominatim
"Улица Тиграна Петросяна 10, Ереван","Tigran Petrosyan Street 10, Yerevan",OK,Yerevan,Davtashen,10/12,,Yerevan,Tigran Petrosyan street,,Armenia,40.2230904,44.49644514,Nominatim
"Տիգրան Պետրոսյանի փողոց 10, Երևան","Tigran Petrosyan Street 10, Yerevan",OK,Yerevan,Davtashen,10/12,,Yerevan,Tigran Petrosyan street,,Armenia,40.2230904,44.49644514,Nominatim
"Տիգրան Պետրոսյան փողոց 1/7, Երևան","Tigran Petrosyan Street 1/7, Yerevan",OK,Yerevan,Davtashen,1/7,,Yerevan,Tigran Petrosyan Street,,Armenia,40.217423,44.486971,Yandex
"Tigran Petrosyan street 1, Yerevan","Tigran Petrosyan street 1, Yerevan",OK,Yerevan,Davtashen,1/7,,Yerevan,Tigran Petrosyan street,,Armenia,40.21743745,44.48696149,Nominatim
"Tigran Petrosyan St, Yerevan","Tigran Petrosyan St, Yerevan",OK,Yerevan,Davtashen,,Davidashen 4th block,Yerevan,Tigran Petrosyan street,,Armenia,40.22361502,44.50342188,Nominatim
"Tigran Petrosyan St 47, Yerevan","Tigran Petrosyan St 47, Yerevan",OK,Yerevan,Davtashen,45/2,Davidashen 4th block,Yerevan,Tigran Petrosyan street,,Armenia,40.22361502,44.50342188,Nominatim
"Tigran Petrosyan St 3, Yerevan","Tigran Petrosyan St 3, Yerevan",OK,Yerevan,Davtashen,3/4,,Yerevan,Tigran Petrosyan street,,Armenia,40.21783805,44.48834705,Nominatim
"Улица Тиграна Меца, Аштарак","Tigrana Metsa Street, Ashtarak",OK,Aragatsotn,Ashtarak,,,Ashtarak,Tigran Mets Street,,Armenia,40.282056,44.356311,Yandex
"Tigran Mets Street, Ashtarak","Tigran Mets Street, Ashtarak",OK,Aragatsotn,Ashtarak,,,Ashtarak,Tigran Mets street,,Armenia,40.28432835,44.35774468,Nominatim
"Տիգրան Մեծի փողոց, Աշտարակ","Tigran Mets Street, Ashtarak",OK,Aragatsotn,Ashtarak,,,Ashtarak,Tigran Mets Street,,Armenia,40.282056,44.356311,Yandex
"Տիգրան Մեծի փողոց 46, Աշտարակ","46 Tigran Mets Street, Ashtarak",OK,Aragatsotn,Ashtarak,46,,Ashtarak,Tigran Mets Street,,Armenia,40.283212,44.357461,Yandex
"Tigran Mets avenue 3rd lane, Yerevan","Tigran Mets avenue 3rd lane, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Tigran Mets Avenue 3rd lane,,Armenia,40.15837816,44.50913886,Nominatim
"Տիգրան Մեծ պողոտա, Երևան","Tigran Mets Avenue, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Tigran Mets Avenue 2nd deadlock,,Armenia,40.15739823,44.50954507,Nominatim
"Տիգրան Մեծ պողոտա 47/1, Երևան","Tigran Mets Avenue 47/1, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Tigran Mets Avenue 2nd deadlock,,Armenia,40.15739823,44.50954507,Nominatim
"Տիգրան Մեծ պողոտա 61, Երևան","61 Tigran Mets Avenue, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Tigran Mets Avenue 2nd deadlock,,Armenia,40.15739823,44.50954507,Nominatim
"Տիգրան Մեծ պողոտա 36, Երևան","36 Tigran Mets Avenue, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Tigran Mets Avenue 2nd deadlock,,Armenia,40.15739823,44.50954507,Nominatim
"Տիգրան Մեծ պողոտա 35, Երևան","35 Tigran Mets Avenue, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Tigran Mets Avenue 2nd deadlock,,Armenia,40.15739823,44.50954507,Nominatim
"Տիգրան Մեծ պողոտա 29Ա, Երևան","29A Tigran Mets Avenue, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Tigran Mets Avenue 2nd deadlock,,Armenia,40.15739823,44.50954507,Nominatim
"1-й тупик проспекта Тигран Мец, Ереван","1st dead end of Tigran Mets Avenue, Yerevan",OK,Yerevan,Erebuni,,,Yerevan,Tigran Mets Avenue 2nd deadlock,,Armenia,40.15739823,44.50954507,Nominatim
"Tigran Mets Avenue 1st lane, Yerevan","Tigran Mets Avenue 1st lane, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Tigran Mets avenue 1st lane,,Armenia,40.16250346,44.5148531,Nominatim
"Տիգրան Մեծ պողոտա, Վանաձոր","Tigran Mets Avenue, Vanadzor",OK,Lori,Yerevan,,,Vanadzor,Tigran Mets Avenue,,Armenia,40.810948,44.486037,Yandex
"Tigran Mets Avenue, Vanadzor","Tigran Mets Avenue, Vanadzor",OK,Lori,Vanadzor,,,Vanadzor,Tigran Mets Avenue,,Armenia,40.8076548,44.4961571,Nominatim
"Tigran Mets Avenue 75, Vanadzor","Tigran Mets Avenue 75, Vanadzor",OK,Lori,Vanadzor,75,,Vanadzor,Tigran Mets Avenue,,Armenia,40.8087242,44.49360086,Nominatim
"Tigran Mets Avenue 73, Vanadzor","Tigran Mets Avenue 73, Vanadzor",OK,Lori,Vanadzor,73,,Vanadzor,Tigran Mets Avenue,,Armenia,40.80898885,44.492795,Nominatim
"Tigran Mets Avenue 59, Vanadzor","Tigran Mets Avenue 59, Vanadzor",OK,Lori,Vanadzor,59,,Vanadzor,Tigran Mets Avenue,,Armenia,40.8104393,44.48873157,Nominatim
"Tigran Mets Avenue 56, Vanadzor","Tigran Mets Avenue 56, Vanadzor",OK,Lori,Vanadzor,56,,Vanadzor,Tigran Mets Avenue,,Armenia,40.8062591,44.49631675,Nominatim
"Tigran Mets Avenue 50, Vanadzor","Tigran Mets Avenue 50, Vanadzor",OK,Lori,Vanadzor,50,,Vanadzor,Tigran Mets Avenue,,Armenia,40.8074639,44.4960694,Nominatim
"Tigran Mets Avenue 38, Vanadzor","Tigran Mets Avenue 38, Vanadzor",OK,Lori,Vanadzor,38,,Vanadzor,Tigran Mets Avenue,,Armenia,40.80862915,44.49167539,Nominatim
"Tigran Mets Avenue 34, Vanadzor","Tigran Mets Avenue 34, Vanadzor",OK,Lori,Vanadzor,34,,Vanadzor,Tigran Mets Avenue,,Armenia,40.80902765,44.48935597,Nominatim
"Տիգրան Մեծի պողոտա 20/1Ա, Վանաձոր","Tigran Mets Avenue 20/1A, Vanadzor",OK,Lori,Vanadzor,20/1,,Vanadzor,Tigran Mets Avenue,,Armenia,40.811118,44.484223,Yandex
"Tigran Mets Ave 27, Vanadzor","Tigran Mets Ave 27, Vanadzor",OK,Lori,Vanadzor,27,,Vanadzor,Tigran Mets Avenue,,Armenia,40.81238045,44.48223325,Nominatim
"Проспект Тиграна Меца, Ереван","Tigran Metsa Avenue, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Tigran Mets avenue,,Armenia,40.17669019,44.513561,Nominatim
"Проспект Тиграна Меца, Yerevan","Tigran Metsa Avenue, Yerevan",OK,Yerevan,Kentron,,,Yerevan,Tigran Mets avenue,,Armenia,40.177642,44.512519,Yandex
"Tigran Mets Avenue 9, Yerevan","Tigran Mets Avenue 9, Yerevan",OK,Yerevan,Kentron,9,,Yerevan,Tigran Mets avenue,,Armenia,40.1748737,44.5141212,Nominatim
"Tigran Mets Avenue 8, Yerevan","Tigran Mets Avenue 8, Yerevan",OK,Yerevan,Kentron,8,,Yerevan,Tigran Mets avenue,,Armenia,40.1748362,44.51355352,Nominatim
"Tigran Mets Avenue 7, Yerevan","Tigran Mets Avenue 7, Yerevan",OK,Yerevan,Kentron,7,,Yerevan,Tigran Mets avenue,,Armenia,40.1750382,44.51413062,Nominatim
"Tigran Mets Avenue 6, Yerevan","Tigran Mets Avenue 6, Yerevan",OK,Yerevan,Kentron,6,,Yerevan,Tigran Mets avenue,,Armenia,40.17524665,44.51357681,Nominatim
"Tigran Mets Avenue 53, Yerevan","Tigran Mets Avenue 53, Yerevan",OK,Yerevan,Kentron,53,,Yerevan,Tigran Mets avenue,,Armenia,40.16274895,44.51372147,Nominatim
"Tigran Mets Avenue 5, Yerevan","Tigran Mets Avenue 5, Yerevan",OK,Yerevan,Kentron,5,,Yerevan,Tigran Mets avenue,,Armenia,40.17517215,44.514135,Nominatim
"Tigran Mets Avenue 45, Yerevan","Tigran Mets Avenue 45, Yerevan",OK,Yerevan,Kentron,45,,Yerevan,Tigran Mets avenue,,Armenia,40.16472945,44.51336519,Nominatim
"Tigran Mets Avenue 41, Yerevan","Tigran Mets Avenue 41, Yerevan",OK,Yerevan,Kentron,41,Կրիվո,Yerevan,Tigran Mets avenue,,Armenia,40.16557155,44.51340742,Nominatim
"Tigran Mets Avenue 39, Yerevan","Tigran Mets Avenue 39, Yerevan",OK,Yerevan,Kentron,39,Կրիվո,Yerevan,Tigran Mets avenue,,Armenia,40.16596585,44.51343893,Nominatim
"Tigran Mets Avenue 37, Yerevan","Tigran Mets Avenue 37, Yerevan",OK,Yerevan,Kentron,37,Կրիվո,Yerevan,Tigran Mets avenue,,Armenia,40.16625795,44.513462,Nominatim
"Tigran Mets Avenue 36e, Yerevan","Tigran Mets Avenue 36e, Yerevan",OK,Yerevan,Kentron,36ե,,Yerevan,Tigran Mets avenue,,Armenia,40.1646398,44.51107045,Nominatim
"Tigran Mets Avenue 36d, Yerevan","Tigran Mets Avenue 36d, Yerevan",OK,Yerevan,Kentron,36դ,,Yerevan,Tigran Mets avenue,,Armenia,40.164262,44.51097275,Nominatim
"Tigran Mets Avenue 36a, Yerevan","Tigran Mets Avenue 36a, Yerevan",OK,Yerevan,Kentron,36a,,Yerevan,Tigran Mets avenue,,Armenia,40.1645392,44.51196181,Nominatim
"Tigran Mets Avenue 36գ, Yerevan","Tigran Mets Avenue 36, Yerevan",OK,Yerevan,Kentron,36,,Yerevan,Tigran Mets Avenue,,Armenia,40.164197,44.512663,Yandex
"Tigran Mets Avenue 34, Yerevan","Tigran Mets Avenue 34, Yerevan",OK,Yerevan,Kentron,34,,Yerevan,Tigran Mets avenue,,Armenia,40.16566305,44.51265423,Nominatim
"Tigran Mets Avenue 30, Yerevan","Tigran Mets Avenue 30, Yerevan",OK,Yerevan,Kentron,30,,Yerevan,Tigran Mets avenue,,Armenia,40.1669423,44.5128978,Nominatim
"Tigran Mets Avenue 29a, Yerevan","Tigran Mets Avenue 29a, Yerevan",OK,Yerevan,Kentron,29a,Կրիվո,Yerevan,Tigran Mets avenue,,Armenia,40.16963975,44.51465148,Nominatim
"Tigran Mets Avenue 29, Yerevan","Tigran Mets Avenue 29, Yerevan",OK,Yerevan,Kentron,29,Կրիվո,Yerevan,Tigran Mets avenue,,Armenia,40.1695429,44.51382615,Nominatim
"Tigran Mets Avenue 28, Yerevan","Tigran Mets Avenue 28, Yerevan",OK,Yerevan,Kentron,28,,Yerevan,Tigran Mets avenue,,Armenia,40.16732005,44.51293324,Nominatim
"Tigran Mets Avenue 27/1, Yerevan","Tigran Mets Avenue 27/1, Yerevan",OK,Yerevan,Kentron,27/1,Կրիվո,Yerevan,Tigran Mets avenue,,Armenia,40.17042225,44.51431115,Nominatim
"Tigran Mets Avenue 27, Yerevan","Tigran Mets Avenue 27, Yerevan",OK,Yerevan,Kentron,27,Կրիվո,Yerevan,Tigran Mets avenue,,Armenia,40.1703179,44.5137881,Nominatim
"Tigran Mets Avenue 26, Yerevan","Tigran Mets Avenue 26, Yerevan",OK,Yerevan,Kentron,26,,Yerevan,Tigran Mets avenue,,Armenia,40.16713145,44.5121773,Nominatim
"Tigran Mets Avenue 25, Yerevan","Tigran Mets Avenue 25, Yerevan",OK,Yerevan,Kentron,25,Կրիվո,Yerevan,Tigran Mets avenue,,Armenia,40.1706338,44.51389758,Nominatim
"Tigran Mets Avenue 20, Yerevan","Tigran Mets Avenue 20, Yerevan",OK,Yerevan,Kentron,20,,Yerevan,Tigran Mets avenue,,Armenia,40.1693232,44.51315221,Nominatim
"Tigran Mets Avenue 18, Yerevan","Tigran Mets Avenue 18, Yerevan",OK,Yerevan,Kentron,18,,Yerevan,Tigran Mets avenue,,Armenia,40.1696387,44.51316744,Nominatim
"Տիգրան Մեծ պողոտա 10, Երևան","Tigran Mets Avenue 10, Yerevan",OK,Yerevan,Kentron,10,,Yerevan,Tigran Mets Avenue,,Armenia,40.174541,44.513553,Yandex
"Tigran Mets Avenue 10, Yerevan","Tigran Mets Avenue 10, Yerevan",OK,Yerevan,Kentron,10,,Yerevan,Tigran Mets avenue,,Armenia,40.1744771,44.51327309,Nominatim
"Tigran Mets Ave 29a, Yerevan","Tigran Mets Ave 29a, Yerevan",OK,Yerevan,Kentron,29a,Կրիվո,Yerevan,Tigran Mets avenue,,Armenia,40.16963975,44.51465148,Nominatim
"Տիգրան Մեծի պողոտա 53, Yerevan","53 Tigran Mets Avenue, Yerevan",OK,Yerevan,Kentron,53,,Yerevan,Tigran Mets Avenue,,Armenia,40.162764,44.513687,Yandex
"Տիգրան Մեծի պողոտա 36Գ, Երևան","36G Tigran Mets Avenue, Yerevan",OK,Yerevan,Kentron,36,,Yerevan,Tigran Mets Avenue,,Armenia,40.164197,44.512663,Yandex
"Տիգրան Մեծի պողոտա 36բ, Երևան","36b Tigran Mets Avenue, Yerevan",OK,Yerevan,Kentron,36B,,Yerevan,Tigran Mets Avenue,,Armenia,40.163439,44.510867,Yandex
"Проспект Тиграна Меца 31А, Yerevan","31A Tigran Metsa Avenue, Yerevan",OK,Yerevan,Kentron,31a,Կրիվո,Yerevan,Tigran Mets avenue,,Armenia,40.177642,44.512519,Yandex
"Տիգրան Մեծի պողոտա 29ա, Երևան","29a Tigran Mets Avenue, Yerevan",OK,Yerevan,Kentron,29A,Կրիվո,Yerevan,Tigran Mets Avenue,,Armenia,40.169311,44.514307,Yandex
"Տիգրան Մեծի պողոտա 27, Երևան","27 Tigran Mets Avenue, Yerevan",OK,Yerevan,Kentron,27,Կրիվո,Yerevan,Tigran Mets Avenue,,Armenia,40.170379,44.513867,Yandex
"Проспект Тиграна Меца 26, Yerevan","26 Tigran Metsa Avenue, Yerevan",OK,Yerevan,Kentron,26,,Yerevan,Tigran Mets avenue,,Armenia,40.16713145,44.5121773,Nominatim
"Տիգրան Մեծի պողոտա, Գյումրի","Tigran Mets Avenue, Gyumri",OK,Shirak,Gyumri,,,Gyumri,Tigran Mets Avenue,,Armenia,40.790154,43.85294,Yandex
"Tigran Mets Avenue, Gyumri","Tigran Mets Avenue, Gyumri",OK,Shirak,Gyumri,,,Border Gyumri-Akhuryan,Tigran Mets Avenue,,Armenia,40.790422,43.85222325,Nominatim
"Tigran Mets Avenue 2, Gyumri","Tigran Mets Avenue 2, Gyumri",OK,Shirak,Gyumri,2,,Gyumri,Tigran Mets Avenue,,Armenia,40.7918195,43.84738198,Nominatim
"Տիգրան Մեծի պողոտա 8Ա, Գյումրի","8A Tigran Mets Avenue, Gyumri",OK,Shirak,Gyumri,8A,,Gyumri,Tigran Mets Avenue,,Armenia,40.790537,43.851036,Yandex
"Проспект Тиграна Меца 19, Гюмри","19 Tigran Metsa Avenue, Gyumri",OK,Shirak,Gyumri,19,,Gyumri,Tigran Mets Avenue,,Armenia,40.789916,43.854414,Yandex
"Տիգրան Մեծի պողոտա, Երևան","Tigran Mets Avenue, Yerevan",OK,Yerevan,Erebuni,,Nor Butania,Yerevan,Tigran Mets Avenue,,Armenia,40.166182,44.513112,Yandex
"Tigran Mets Avenue, Yerevan","Tigran Mets Avenue, Yerevan",OK,Yerevan,Erebuni,,Nor Butania,Yerevan,Tigran Mets avenue,,Armenia,40.15537595,44.51040725,Nominatim
"Տիգրան Մեծի պողոտա, Yerevan","Tigran Mets Avenue, Yerevan",OK,Yerevan,Erebuni,,Nor Butania,Yerevan,Tigran Mets avenue,,Armenia,40.15537595,44.51040725,Nominatim
"Проспект Тигран Мец, Ереван","Tigran Mets Avenue, Yerevan",OK,Yerevan,Erebuni,,Nor Butania,Yerevan,Tigran Mets avenue,,Armenia,40.15537595,44.51040725,Nominatim
"Tigran Mets Avenue 76, Yerevan","Tigran Mets Avenue 76, Yerevan",OK,Yerevan,Erebuni,76,,Yerevan,Tigran Mets avenue,,Armenia,40.15643015,44.51033538,Nominatim
"Tigran Mets Avenue 71, Yerevan","Tigran Mets Avenue 71, Yerevan",OK,Yerevan,Erebuni,71,Nor Butania,Yerevan,Tigran Mets avenue,,Armenia,40.15551835,44.51067095,Nominatim
"Տիգրան Մեծի պողոտա 61, Yerevan","Tigran Mets Avenue 61, Yerevan",OK,Yerevan,Erebuni,61,Nor Butania,Yerevan,Tigran Mets Avenue,,Armenia,40.158897,44.511936,Yandex
"Tigran Mets Avenue 59, Yerevan","Tigran Mets Avenue 59, Yerevan",OK,Yerevan,Erebuni,59,Nor Butania,Yerevan,Tigran Mets avenue,,Armenia,40.15971215,44.51216752,Nominatim
