Address,Translated,Status,Province,Administrative District,Building,Neighbourhood,Town,Street,Village,Country,Latitude,Longitude,api,Block,Lane,Street Number,Index
"sebastia street, yerevan","Sebastia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Sebastia Street,,Armenia,40.16246215,44.46646208,Nominatim,,,,"['A682', 'A1316', 'A4535', 'A7771', 'A9175', 'A10480', 'A11285', 'A11676', 'A13023', 'A14630', 'A15284', 'A15777', 'A15846', 'A18323', 'A18772', 'A19187', 'A19629', 'A20001', 'A20574', 'A21018', 'A22055', 'A22507', 'A24015', 'A25768', 'A26147', 'A26314', 'A27304', 'A28744', 'A29496', 'A30538', 'A31102', 'A32161', 'B3507', 'B4350', 'B5011', 'B5347', 'B6233', 'B6281', 'B6663']"
"սեբաստիայի փողոց, երևան","Sebastia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Sebastia Street,,Armenia,40.176478,44.458396,Yandex,,,,"['A357', 'A579', 'A617', 'A1226', 'A1421', 'A4614', 'A4616', 'A4965', 'A5492', 'A19307', 'A20658', 'A20995', 'A23407', 'A23890', 'A25358', 'A30774']"
"սեբաստիայի փողոց, yerevan","Sebastia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Sebastia Street,,Armenia,40.176478,44.458396,Yandex,,,,"['A1565', 'A3128', 'A24012', 'A24013']"
"sebastia street, երևան","Sebastia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Sebastia Street,,Armenia,40.176478,44.458396,Yandex,,,,['A2011']
"улица себастия, ереван","Sebastia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Sebastia Street,,Armenia,40.176478,44.458396,Yandex,,,,['A23606']
"улица себастия, yerevan","Sebastia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Sebastia Street,,Armenia,40.176478,44.458396,Yandex,,,,['A25424']
"sebastia street 31, yerevan","Sebastia Street 31, Yerevan",OK,Yerevan,Malatia-Sebastia,31,,Yerevan,Sebastia Street,,Armenia,40.18240945,44.4610304,Nominatim,,,,['A11390']
"sebastia street 30b, yerevan","Sebastia Street 30b, Yerevan",OK,Yerevan,Malatia-Sebastia,30Բ,,Yerevan,Sebastia Street,,Armenia,40.18050805,44.4583289,Nominatim,,,,['A25910']
"sebastia street 3, երևան","Sebastia Street 3, Yerevan",OK,Yerevan,Malatia-Sebastia,3/9,,Yerevan,Sebastia Street,,Armenia,40.188652,44.463552,Yandex,,,,['A3003']
"sebastia street 27, yerevan","Sebastia Street 27, Yerevan",OK,Yerevan,Malatia-Sebastia,27,,Yerevan,Sebastia Street,,Armenia,40.18346225,44.46103247,Nominatim,,,,['A29861']
"улица себастия 25а, ереван","Sebastia Street 25a, Yerevan",OK,Yerevan,Malatia-Sebastia,25A,,Yerevan,Sebastia Street,,Armenia,40.183768,44.461765,Yandex,,,,['A29224']
"sebastia street 24, yerevan","Sebastia Street 24, Yerevan",OK,Yerevan,Malatia-Sebastia,24,,Yerevan,Sebastia Street,,Armenia,40.18143045,44.45978362,Nominatim,,,,['A25980']
"sebastia street 22, yerevan","Sebastia Street 22, Yerevan",OK,Yerevan,Malatia-Sebastia,22,,Yerevan,Sebastia Street,,Armenia,40.18249895,44.46013516,Nominatim,,,,['A29603']
"sebastia street 16, yerevan","Sebastia Street 16, Yerevan",OK,Yerevan,Malatia-Sebastia,16,,Yerevan,Sebastia Street,,Armenia,40.1851217,44.46075215,Nominatim,,,,['A17621']
"sebastia street 141/2, yerevan","Sebastia Street 141/2, Yerevan",OK,Yerevan,Malatia-Sebastia,141/2,,Yerevan,Sebastia Street,,Armenia,40.17256985,44.45825928,Nominatim,,,,"['A22053', 'A22779', 'A31269']"
"sebastia street 141/1, yerevan","Sebastia Street 141/1, Yerevan",OK,Yerevan,Malatia-Sebastia,141/1,,Yerevan,Sebastia Street,,Armenia,40.17212225,44.45783596,Nominatim,,,,['A19224']
"sebastia street 134, yerevan","Sebastia Street 134, Yerevan",OK,Yerevan,Malatia-Sebastia,134,,Yerevan,Sebastia Street,,Armenia,40.16602375,44.45821843,Nominatim,,,,['A27312']
"sebastia street 12, yerevan","Sebastia Street 12, Yerevan",OK,Yerevan,Malatia-Sebastia,12,,Yerevan,Sebastia Street,,Armenia,40.1858764,44.4611482,Nominatim,,,,['A16782']
"sebastia st, yerevan","Sebastia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Sebastia Street,,Armenia,40.16246215,44.46646208,Nominatim,,,,['A12239']
"sebastia st, երևան","Sebastia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Sebastia Street,,Armenia,40.176478,44.458396,Yandex,,,,"['A7911', 'A11465', 'A19884', 'A21782', 'A22033', 'A26267', 'B3103', 'B4352', 'B6194']"
"sebastia st 3/9, yerevan","Sebastia Street 3/9, Yerevan",OK,Yerevan,Malatia-Sebastia,3/9,,Yerevan,Sebastia Street,,Armenia,40.18863205,44.4635963,Nominatim,,,,['A7030']
"sebastia st 3/3, yerevan","Sebastia Street 3/3, Yerevan",OK,Yerevan,Malatia-Sebastia,3/3,,Yerevan,Sebastia Street,,Armenia,40.1883835,44.46288958,Nominatim,,,,['A25324']
"sebastia st 16, yerevan","Sebastia Street 16, Yerevan",OK,Yerevan,Malatia-Sebastia,16,,Yerevan,Sebastia Street,,Armenia,40.1851217,44.46075215,Nominatim,,,,['A26597']
"sebastia st 148, երևան","Sebastia Street 148, Yerevan",OK,Yerevan,Malatia-Sebastia,150,,Yerevan,Sebastia Street,,Armenia,40.164425,44.462025,Yandex,,,,['A1674']
"malatiya street, yerevan","Malatiya Street, Yerevan",OK,Yerevan,Malatia-Sebastia,37,,Yerevan,Sebastia Street,,Armenia,40.1822155,44.4609258,Nominatim,,,,['A20326']
"malatia st 3/3, yerevan","Malatia Street 3/3, Yerevan",OK,Yerevan,Malatia-Sebastia,3/3,,Yerevan,Sebastia Street,,Armenia,40.1887437,44.4621794,Nominatim,,,,['A2116']
"leninakan street, yerevan","Leninakan Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Sebastia Street,,Armenia,40.16246215,44.46646208,Nominatim,,,,"['A17634', 'A25421']"
"սեբաստիայի փողոց 46, yerevan","46 Sebastia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,52/1,,Yerevan,Sebastia Street,,Armenia,40.173777,44.457183,Yandex,,,,['A30299']
"սեբաստիայի փողոց 3/3, երևան","3/3 Sebastia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,3/3,,Yerevan,Sebastia Street,,Armenia,40.188739,44.4621612,Nominatim,,,,"['A2682', 'A3992']"
"romanos meliqyan street, yerevan","Romanos Meliqyan Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Romanos Meliqyan Street,,Armenia,40.18542275,44.45902425,Nominatim,,,,['A592']
"րաֆֆու փողոց 1, yerevan","1 Raffi Street, Yerevan",OK,Yerevan,Malatia-Sebastia,111/1,,Yerevan,Raffi Street,,Armenia,40.17278645,44.43168285,Nominatim,,,,['A24168']
"raffu street, yerevan","Raffu Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Raffi Street,,Armenia,40.17441139,44.45513649,Nominatim,,,,['A19896']
"raffi street, yerevan","Raffi Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Raffi Street,,Armenia,40.17441139,44.45513649,Nominatim,,,,"['A1858', 'A4141', 'A6476', 'A8310', 'A8900', 'A8957', 'A9802', 'A10274', 'A10638', 'A10967', 'A11290', 'A14445', 'A15681', 'A20003', 'A20647', 'A21142', 'A24176', 'A24755', 'A25844', 'A26035', 'A27028', 'A28895', 'A29658', 'A29862', 'A29970', 'A32511', 'B1892', 'B2545', 'B3508', 'B3592', 'B4337', 'B4341', 'B7354']"
"րաֆֆու փողոց, երևան","Raffi Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Raffi Street,,Armenia,40.174218,44.447715,Yandex,,,,"['A20038', 'A20968', 'A24215', 'A25000']"
"րաֆֆու փողոց, yerevan","Raffi Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Raffi Street,,Armenia,40.174218,44.447715,Yandex,,,,['A21691']
"raffi street, երևան","Raffi Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Raffi Street,,Armenia,40.174218,44.447715,Yandex,,,,"['A24073', 'A25530']"
"raffi street 99, yerevan","Raffi Street 99, Yerevan",OK,Yerevan,Malatia-Sebastia,99,,Yerevan,Raffi Street,,Armenia,40.17282745,44.4388768,Nominatim,,,,"['A28782', 'A29221']"
"улица раффи 77, ереван","Raffi Street 77, Yerevan",OK,Yerevan,Malatia-Sebastia,77,,Yerevan,Raffi Street,,Armenia,40.173025,44.440394,Yandex,,,,['A23449']
"raffi street 69, yerevan","Raffi Street 69, Yerevan",OK,Yerevan,Malatia-Sebastia,69,,Yerevan,Raffi Street,,Armenia,40.1723666,44.44155522,Nominatim,,,,['A19692']
"raffi street 49, yerevan","Raffi Street 49, Yerevan",OK,Yerevan,Malatia-Sebastia,49,,Yerevan,Raffi Street,,Armenia,40.1723491,44.44300888,Nominatim,,,,"['A3135', 'B4286']"
"raffi street 39, yerevan","Raffi Street 39, Yerevan",OK,Yerevan,Malatia-Sebastia,39/16,,Yerevan,Raffi Street,,Armenia,40.1733331,44.44515598,Nominatim,,,,['A26059']
"raffi street 35, yerevan","Raffi Street 35, Yerevan",OK,Yerevan,Malatia-Sebastia,35,,Yerevan,Raffi Street,,Armenia,40.17348015,44.44809425,Nominatim,,,,"['A1286', 'A3021']"
"raffi street 27, yerevan","Raffi Street 27, Yerevan",OK,Yerevan,Malatia-Sebastia,27,,Yerevan,Raffi Street,,Armenia,40.1739133,44.4506925,Nominatim,,,,['A2751']
"raffi street 23, yerevan","Raffi Street 23, Yerevan",OK,Yerevan,Malatia-Sebastia,23,,Yerevan,Raffi Street,,Armenia,40.1739918,44.4514452,Nominatim,,,,"['A3271', 'A3273']"
"raffi street 21, yerevan","Raffi Street 21, Yerevan",OK,Yerevan,Malatia-Sebastia,21,,Yerevan,Raffi Street,,Armenia,40.17368165,44.4515028,Nominatim,,,,['B4283']
"raffi st 99, yerevan","Raffi Street 99, Yerevan",OK,Yerevan,Malatia-Sebastia,99,,Yerevan,Raffi Street,,Armenia,40.17282745,44.4388768,Nominatim,,,,['A20759']
"րաֆֆու փողոց 111/21, երևան","111/21 Raffi Street, Yerevan",OK,Yerevan,Malatia-Sebastia,111/21,,Yerevan,Raffi Street,,Armenia,40.175878,44.434492,Yandex,,,,['A16204']
"quchak street, yerevan","Quchak Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Quchak Street,,Armenia,40.18362142,44.4573504,Nominatim,,,,"['A12713', 'A12872', 'A14626', 'A21982']"
"քուչակի փողոց 47, երևան","47 Kuchak Street, Yerevan",OK,Yerevan,Malatia-Sebastia,47,,Yerevan,Quchak Street,,Armenia,40.18362142,44.4573504,Nominatim,,,,['A868']
"ohanov street 66, yerevan","Ohanov Street 66, Yerevan",OK,Yerevan,Malatia-Sebastia,66,A-3,Yerevan,Ohanov Street,,Armenia,40.17862815,44.45251168,Nominatim,,,,['A32413']
"ohanov street 50, yerevan","Ohanov Street 50, Yerevan",OK,Yerevan,Malatia-Sebastia,50,A-3,Yerevan,Ohanov Street,,Armenia,40.17921825,44.45002516,Nominatim,,,,['A1938']
"ohanov street 5, yerevan","Ohanov Street 5, Yerevan",OK,Yerevan,Malatia-Sebastia,11/5,A-3,Yerevan,Ohanov Street,,Armenia,40.18009355,44.44755314,Nominatim,,,,['A3080']
"ohanov street 36, yerevan","Ohanov Street 36, Yerevan",OK,Yerevan,Malatia-Sebastia,36,A-3,Yerevan,Ohanov Street,,Armenia,40.1787763,44.44856875,Nominatim,,,,['A29076']
"ohanov street 30, yerevan","Ohanov Street 30, Yerevan",OK,Yerevan,Malatia-Sebastia,30,A-3,Yerevan,Ohanov Street,,Armenia,40.1795246,44.44842394,Nominatim,,,,"['A21664', 'A25437']"
"ohanov street 1, yerevan","Ohanov Street 1, Yerevan",OK,Yerevan,Malatia-Sebastia,46/1,A-3,Yerevan,Ohanov Street,,Armenia,40.1784112,44.44995671,Nominatim,,,,['A9268']
"ohanov street 1, երևան","Ohanov Street 1, Yerevan",OK,Yerevan,Malatia-Sebastia,1,A-3,Yerevan,Ohanov Street,,Armenia,40.181177,44.44308,Yandex,,,,['A29352']
"ohanov street, yerevan","Ohanov Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Ohanov Street,,Armenia,40.17526955,44.45544317,Nominatim,,,,"['A84', 'A933', 'A2195', 'A4810', 'A7910', 'A8384', 'A8570', 'A8921', 'A9987', 'A10156', 'A10158', 'A10636', 'A10637', 'A12769', 'A14221', 'A14577', 'A15833', 'A15834', 'A15876', 'A19620', 'A19885', 'A20594', 'A20604', 'A20609', 'A20643', 'A20996', 'A22552', 'A22604', 'A23018', 'A25315', 'A26261', 'A26270', 'A27011', 'A27948', 'A28449', 'A28508', 'A28917', 'A29038', 'A30179', 'A30180', 'A30181', 'A30182', 'A30807', 'A31669', 'B2873', 'B4053', 'B5550', 'B5662']"
"օհանովի փողոց, երևան","Ohanov Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Ohanov Street,,Armenia,40.17526955,44.45544317,Nominatim,,,,"['A25612', 'A27229']"
"օհանովի փողոց, yerevan","Ohanov Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Ohanov Street,,Armenia,40.179944,44.447814,Yandex,,,,"['A2798', 'A27222']"
"ohanov street, երևան","Ohanov Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Ohanov Street,,Armenia,40.179944,44.447814,Yandex,,,,"['A25330', 'A25398', 'A26394']"
"ohanov street 20, yerevan","Ohanov Street 20, Yerevan",OK,Yerevan,Malatia-Sebastia,20,,Yerevan,Ohanov Street,,Armenia,40.17873475,44.44450815,Nominatim,,,,['A26438']
"ohanov street 12, yerevan","Ohanov Street 12, Yerevan",OK,Yerevan,Malatia-Sebastia,12,,Yerevan,Ohanov Street,,Armenia,40.1794311,44.44344235,Nominatim,,,,['B5155']
"օհանովի փողոց 111/2, երևան","Ohanov Street 111/2, Yerevan",OK,Yerevan,Malatia-Sebastia,111/2,,Yerevan,Ohanov Street,,Armenia,40.179944,44.447814,Yandex,,,,['A29145']
"ohanov st, yerevan","Ohanov Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Ohanov Street,,Armenia,40.17526955,44.45544317,Nominatim,,,,"['A4843', 'A9259', 'A22069']"
"ohanov st 17, yerevan","Ohanov Street 17, Yerevan",OK,Yerevan,Malatia-Sebastia,17,,Yerevan,Ohanov Street,,Armenia,40.18225045,44.44591095,Nominatim,,,,['A21346']
"улица оганова, yerevan","Oganova Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Ohanov Street,,Armenia,40.179944,44.447814,Yandex,,,,['A4150']
"улица оганова 16, yerevan","Oganova Street 16, Yerevan",OK,Yerevan,Malatia-Sebastia,16,,Yerevan,Ohanov Street,,Armenia,40.179069,44.443834,Yandex,,,,['A21030']
"улица оганова, ереван","Oganov Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Ohanov Street,,Armenia,40.17526955,44.45544317,Nominatim,,,,['A24996']
"mikayelyan street 3, yerevan","Mikayelyan Street 3, Yerevan",OK,Yerevan,Malatia-Sebastia,3,B-3,Yerevan,Mikayelyan Street,,Armenia,40.1722596,44.45532465,Nominatim,,,,"['A73', 'A24029', 'A31709']"
"mikayelyan street, yerevan","Mikayelyan Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Mikayelyan Street,,Armenia,40.17164766,44.46015887,Nominatim,,,,"['A5494', 'A20618', 'A24233', 'A24338', 'A26163', 'B5246']"
"mikayelyan street 44, yerevan","Mikayelyan Street 44, Yerevan",OK,Yerevan,Malatia-Sebastia,46,,Yerevan,Mikayelyan Street,,Armenia,40.17164766,44.46015887,Nominatim,,,,['A2990']
"metsarents street 58, yerevan","Metsarents Street 58, Yerevan",OK,Yerevan,Malatia-Sebastia,58,,Yerevan,Metsarents Street,,Armenia,40.17656085,44.46236768,Nominatim,,,,['A3013']
"martikyan street 3, yerevan","Martikyan Street 3, Yerevan",OK,Yerevan,Malatia-Sebastia,3,,Yerevan,Martikyan Street,,Armenia,40.1821528,44.46374966,Nominatim,,,,['A29092']
"mamikonyan street, yerevan","Mamikonyan Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Mamikonyan Street,,Armenia,40.16772405,44.45517003,Nominatim,,,,"['A101', 'A1954', 'A2820', 'A4054', 'A4505', 'A4894', 'A7177', 'A7811', 'A8098', 'A10998', 'A13603', 'A13654', 'A13677', 'A13839', 'A14018', 'A14133', 'A14181', 'A14235', 'A15163', 'A15330', 'A15493', 'A15576', 'A16614', 'A17524', 'A18376', 'A18811', 'A18850', 'A18926', 'A19104', 'A19936', 'A20906', 'A24230', 'A25680', 'A26356', 'A27329', 'A28148', 'A30872', 'A32038', 'B2798', 'B3076', 'B3796', 'B4132', 'B6512', 'B8054']"
"mamikonyan street, երևան","Mamikonyan Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Mamikonyan Street,,Armenia,40.16772405,44.45517003,Nominatim,,,,"['A23641', 'A31765']"
"mamikonyan street 53, երևան","Mamikonyan Street 53, Yerevan",OK,Yerevan,Malatia-Sebastia,53,,Yerevan,Mamikonyan Street,,Armenia,40.166196,44.456932,Yandex,,,,['A26656']
"մամիկոնյան փողոց 47, yerevan","47 Mamikonyan Street, Yerevan",OK,Yerevan,Malatia-Sebastia,47,,Yerevan,Mamikonyan Street,,Armenia,40.16660585,44.45664295,Nominatim,,,,['A19976']
"մամիկոնյան փողոց 41, yerevan","41 Mamikonyan Street, Yerevan",OK,Ararat,Malatia-Sebastia,33/1,,Yerevan,Mamikonyan Street,Hayanist village,Armenia,40.124385,44.374457,Yandex,,,3rd,['A3033']
"մալաթիայի փողոց 72, երևան","72 Malatia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,72,,Yerevan,Malatiya Street,,Armenia,40.174989,44.455135,Yandex,,,,['A24408']
yerevan › malatia-sebastia,Yerevan › Malatia-sebastia,OK,Yerevan,Malatia-Sebastia,,,Yerevan,Malatia-sebastia,,Armenia,40.1741198,44.4458661,Nominatim,,,,"['A258', 'A1001', 'A1072', 'A1103', 'A1925', 'A1971', 'A2024', 'A2049', 'A2250', 'A2444', 'A2503', 'A2732', 'A2913', 'A3229', 'A3626', 'A3632', 'A4032', 'A4154', 'A4627', 'A4973', 'A5042', 'A5511', 'A5936', 'A7909', 'A7917', 'A7919', 'A7920', 'A8130', 'A8332', 'A8408', 'A8460', 'A8593', 'A8644', 'A8793', 'A8854', 'A8946', 'A9003', 'A9094', 'A9095', 'A9106', 'A9107', 'A9666', 'A9668', 'A9670', 'A9672', 'A10160', 'A10308', 'A10902', 'A10904', 'A11067', 'A11216', 'A11510', 'A12122', 'A12123', 'A12124', 'A12125', 'A12126', 'A12879', 'A13147', 'A14226', 'A14518', 'A15184', 'A15221', 'A15805', 'A15809', 'A15845', 'A15859', 'A15860', 'A16810', 'A17187', 'A17261', 'A17265', 'A17514', 'A18004', 'A18005', 'A18524', 'A18599', 'A18632', 'A18633', 'A18641', 'A19198', 'A19207', 'A19272', 'A19529', 'A19811', 'A19844', 'A19886', 'A19992', 'A20076', 'A20466', 'A20556', 'A20557', 'A20558', 'A20559', 'A20562', 'A20564', 'A20566', 'A20568', 'A20569', 'A20571', 'A20572', 'A20573', 'A20575', 'A20577', 'A20578', 'A20580', 'A20584', 'A20585', 'A20587', 'A20592', 'A20603', 'A20622', 'A20624', 'A20626', 'A20629', 'A20631', 'A20633', 'A20636', 'A20640', 'A20644', 'A20648', 'A20650', 'A20652', 'A20724', 'A20941', 'A20991', 'A21131', 'A21179', 'A21470', 'A21912', 'A21963', 'A22229', 'A22259', 'A22355', 'A22887', 'A23226', 'A23289', 'A23406', 'A23522', 'A23899', 'A24139', 'A24219', 'A24304', 'A24433', 'A24678', 'A24711', 'A24998', 'A25142', 'A25143', 'A25181', 'A25262', 'A25274', 'A25313', 'A25318', 'A25327', 'A25333', 'A25336', 'A25337', 'A25339', 'A25341', 'A25396', 'A25397', 'A25399', 'A25401', 'A25402', 'A25403', 'A25547', 'A25735', 'A25736', 'A25737', 'A25738', 'A25739', 'A25740', 'A25770', 'A25771', 'A25773', 'A25943', 'A25998', 'A26033', 'A26052', 'A26149', 'A26166', 'A26190', 'A26220', 'A26235', 'A26298', 'A26364', 'A27302', 'A28275', 'A28277', 'A28596', 'A28697', 'A28918', 'A29027', 'A29278', 'A29332', 'A29361', 'A29571', 'A29583', 'A29871', 'A30021', 'A30196', 'A30495', 'A30806', 'A31128', 'A31155', 'A31429', 'A31698', 'A31826', 'A31973', 'A31974', 'A31975', 'A31976', 'A31977', 'A32143', 'A32147', 'A32292', 'A32507', 'B2412', 'B2413', 'B2414', 'B2415', 'B2416', 'B2542', 'B2546', 'B2547', 'B2752', 'B3102', 'B3105', 'B3106', 'B3453', 'B3477', 'B3480', 'B3482', 'B3483', 'B3547', 'B3561', 'B4000', 'B4031', 'B4260', 'B4349', 'B4381', 'B4839', 'B4840', 'B5388', 'B5389', 'B5552', 'B5856', 'B5858', 'B6279', 'B6280', 'B7264', 'B7668']"
"malatia street, yerevan","Malatia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Malatia Street,,Armenia,40.17372077,44.4609089,Nominatim,,,,"['A323', 'A3268', 'A8278', 'A15838', 'A18612', 'A19465', 'A20183', 'A20586', 'A23021', 'A23617', 'A25340', 'A27941', 'A31271', 'B3008', 'B6196']"
"մալաթիայի փողոց, երևան","Malatia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Malatia Street,,Armenia,40.17372077,44.4609089,Nominatim,,,,"['A22003', 'A23411', 'A26093', 'A31820']"
"malatia street 34, yerevan","Malatia Street 34, Yerevan",OK,Yerevan,Malatia-Sebastia,34,,Yerevan,Malatia Street,,Armenia,40.17396275,44.46042275,Nominatim,,,,['A29022']
"malatia street 24, yerevan","Malatia Street 24, Yerevan",OK,Yerevan,Malatia-Sebastia,24,,Yerevan,Malatia Street,,Armenia,40.1739173,44.46128875,Nominatim,,,,['A24223']
"malatia street 2, yerevan","Malatia Street 2, Yerevan",OK,Yerevan,Malatia-Sebastia,2,,Yerevan,Malatia Street,,Armenia,40.17330015,44.46378041,Nominatim,,,,['A28841']
"malatia st, yerevan","Malatia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Malatia Street,,Armenia,40.17372077,44.4609089,Nominatim,,,,"['A9137', 'A22173', 'A32017']"
"մալաթիայի փողոց 78, երևան","78 Malatia Street, Yerevan",OK,Yerevan,Malatia-Sebastia,78,,Yerevan,Malatia Street,,Armenia,40.17372077,44.4609089,Nominatim,,,,['A23348']
"կուրղինյան նրբանցք, երևան","Kurghinyan Alley, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Kurghinyan Street Lane,,Armenia,40.169876,44.467056,Yandex,,,,['A21908']
"kurghinyan street 29, yerevan","Kurghinyan Street 29, Yerevan",OK,Yerevan,Malatia-Sebastia,29,Araratyan 2nd Massive,Yerevan,Kurghinyan Street,,Armenia,40.171059,44.46840219,Nominatim,,,,['A29302']
"kurghinyan street 21, yerevan","Kurghinyan Street 21, Yerevan",OK,Yerevan,Malatia-Sebastia,21,Araratyan 2nd Massive,Yerevan,Kurghinyan Street,,Armenia,40.1698001,44.46952705,Nominatim,,,,['A23515']
"կուրղինյան փողոց, երևան","Kurghinyan Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Kurghinyan Street,,Armenia,40.16644562,44.46529524,Nominatim,,,,"['A4525', 'A24038']"
"kurghinyan street, yerevan","Kurghinyan Street, Yerevan",OK,Yerevan,Malatia-Sebastia,,,Yerevan,Kurghinyan Street,,Armenia,40.16644562,44.46529524,Nominatim,,,,"['A5224', 'A8385', 'A21989', 'A22498', 'A25316', 'B5290']"
"kurghinyan street 10, yerevan","Kurghinyan Street 10, Yerevan",OK,Yerevan,Malatia-Sebastia,10,,Yerevan,Kurghinyan Street,,Armenia,40.1671648,44.46600676,Nominatim,,,,['A3595']
"kurghinyan street 1, yerevan","Kurghinyan Street 1, Yerevan",OK,Yerevan,Malatia-Sebastia,1,,Yerevan,Kurghinyan Street,,Armenia,40.1647958,44.464068,Nominatim,,,,['A20743']
"կուրղինյանի փողոց 5, երևան","5 Kurghinyan Street, Yerevan",OK,Yerevan,Malatia-Sebastia,5,,Yerevan,Kurghinyan Street,,Armenia,40.166315,44.46504063,Nominatim,,,,['A2487']
